cat-title,cat-title href,image-link href,image src,post-title,meta-item 2,meta-item href,meta-item 3,meta-item href 2,excerpt
budget,https://factly.in/category/budget/,https://factly.in/review-rbis-working-group-makes-important-recommendations-on-state-government-guarantees/,https://factly.in/wp-content/uploads//2024/02/RBi-featured-image-working-group-702x336.jpeg,Review: RBI’s Working Group makes important Recommendations on ‘State Government Guarantees’,Suresh Deepala,https://factly.in/author/sureshdeepala/,"February 9, 2024",https://factly.in/review-rbis-working-group-makes-important-recommendations-on-state-government-guarantees/#respond,The growing trend of financial guarantees given by the State Governments in India have been…
Court,https://factly.in/category/court/,https://factly.in/review-sc-directs-that-caste-or-religion-of-parties-shouldnt-be-mentioned-in-any-court-documents/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,Review: SC Directs That Caste or Religion of Parties Shouldn’t be Mentioned in Any Court Documents,Pavithra K M,https://factly.in/author/pavithrakm/,"February 7, 2024",https://factly.in/review-sc-directs-that-caste-or-religion-of-parties-shouldnt-be-mentioned-in-any-court-documents/#respond,"In this edition of the Court judgements review, we look at SC’s directions that Offence…"
Education,https://factly.in/category/education/,https://factly.in/data-aishe-report-reveals-that-female-faculty-more-clustered-in-lower-ranks-while-men-dominate-top-posts-of-higher-education/,https://factly.in/wp-content/uploads//2024/02/featured-image-female-faculty-in-higher-education-702x336.jpeg,"Data: AISHE Report Reveals That Female Faculty More Clustered in Lower Ranks, While Men Dominate Top-Posts of Higher Education",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"February 6, 2024",https://factly.in/data-aishe-report-reveals-that-female-faculty-more-clustered-in-lower-ranks-while-men-dominate-top-posts-of-higher-education/#respond,The Ministry of Education has been conducting the annual ‘All India Survey on Higher Education’…
India,https://factly.in/category/india/,https://factly.in/data-between-2005-2024-jammu-kashmirs-tableau-was-part-of-every-republic-day-parade-except-in-2021-2024/,https://factly.in/wp-content/uploads//2023/02/Republic-Day-Parade_Featured-Image-702x336.jpg,"Data: Between 2005 & 2024, Jammu & Kashmir’s Tableau Was Part of Every Republic Day Parade except in 2021 & 2024",Pavithra K M,https://factly.in/author/pavithrakm/,"February 5, 2024",https://factly.in/data-between-2005-2024-jammu-kashmirs-tableau-was-part-of-every-republic-day-parade-except-in-2021-2024/#respond,"Between 2005 and 2024, a total of 301 state tableaux took part in the Republic…"
Agriculture,https://factly.in/category/agriculture/,https://factly.in/data-of-the-certificates-issued-by-the-plant-authority-40-issued-to-farmers-29-to-private-organizations/,https://factly.in/wp-content/uploads//2021/12/Plant-Variety-Protection-INdia-featured-image-1-702x336.jpg,"Data: Of the Certificates issued by the Plant Authority, 54% were issued to Farmers & 25% to Private organizations",Pavithra K M,https://factly.in/author/pavithrakm/,"February 2, 2024",https://factly.in/data-of-the-certificates-issued-by-the-plant-authority-40-issued-to-farmers-29-to-private-organizations/#respond,The issue of certification of new & extant plant varieties is in the limelight thanks…
Court,https://factly.in/category/court/,https://factly.in/review-allahabad-hc-rules-that-husband-must-provide-maintenance-to-wife-even-if-he-has-no-income-but-is-physically-able/,https://factly.in/wp-content/uploads//2024/01/allahabad-high-court-featured-image-702x336.png,Review: Allahabad HC Rules That Husband Must Provide Maintenance to Wife Even if he has no Income but is Physically Able,Pavithra K M,https://factly.in/author/pavithrakm/,"January 31, 2024",https://factly.in/review-allahabad-hc-rules-that-husband-must-provide-maintenance-to-wife-even-if-he-has-no-income-but-is-physically-able/#respond,"In this edition of the Court judgements review, we look at the Allahabad HC’s ruling…"
India,https://factly.in/category/india/,https://factly.in/data-record-55-recipients-for-padma-awards-under-art-category-in-2024-highest-since-inception/,https://factly.in/wp-content/uploads//2019/01/Padma-awards-in-Election-years_featured-image-factly-702x336.jpg,"Data: Record 55 Recipients for Padma Awards Under ‘Art’ Category in 2024, Highest Since Inception.",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"January 30, 2024",https://factly.in/data-record-55-recipients-for-padma-awards-under-art-category-in-2024-highest-since-inception/#respond,"The 2024 Padma Awards were recently announced, and the President has granted consent for the…"
budget,https://factly.in/category/budget/,https://factly.in/data-outward-remittances-spike-between-june-september-2023-before-onset-of-new-tcs-rules/,https://factly.in/wp-content/uploads//2022/10/Remittances-from-India_Featured-Image-702x336.jpg,Data: Outward Remittances Spike Between June & September 2023 Before Onset of New TCS Rules,Pavithra K M,https://factly.in/author/pavithrakm/,"January 29, 2024",https://factly.in/data-outward-remittances-spike-between-june-september-2023-before-onset-of-new-tcs-rules/#respond,"In the budget for 2023-24, noteworthy modifications were announced with respect to the Tax Collection…"
India,https://factly.in/category/india/,https://factly.in/data-south-indian-states-account-for-more-than-a-third-of-the-gi-registrations/,https://factly.in/wp-content/uploads//2022/11/Geographical-Indication-Tag_Featured-Image-702x336.jpg,Data: South Indian States Account for a Third of The GI Registrations,Pavithra K M,https://factly.in/author/pavithrakm/,"January 26, 2024",https://factly.in/data-south-indian-states-account-for-more-than-a-third-of-the-gi-registrations/#respond,"Geographical Indication (GI) Tag is given to a product/good that is unique to a location,…"
Court,https://factly.in/category/court/,https://factly.in/review-allahabad-hc-rules-that-long-period-of-continuous-separation-amounts-to-cruelty-under-the-hindu-marriage-act-1955/,https://factly.in/wp-content/uploads//2024/01/allahabad-high-court-featured-image-702x336.png,"Review: Allahabad HC Rules That Long Period of Continuous Separation Amounts to Cruelty Under the Hindu Marriage Act, 1955.",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"January 24, 2024",https://factly.in/review-allahabad-hc-rules-that-long-period-of-continuous-separation-amounts-to-cruelty-under-the-hindu-marriage-act-1955/#respond,"In this edition of Court judgements review, we look at the Supreme Court’s judgement on…"
India,https://factly.in/category/india/,https://factly.in/data-apprehension-of-indians-by-us-border-patrol-increases-significantly-in-the-recent-years/,https://factly.in/wp-content/uploads//2024/01/US-Border-Patrol_Image-1-702x336.jpg,Data: Apprehension of Indians by US Border Patrol Increases Significantly in the Recent Years,Pavithra K M,https://factly.in/author/pavithrakm/,"January 23, 2024",https://factly.in/data-apprehension-of-indians-by-us-border-patrol-increases-significantly-in-the-recent-years/#respond,Data from the US Border Patrol indicates that the number of Indians apprehended in the…
India,https://factly.in/category/india/,https://factly.in/review-what-did-the-home-finance-environment-climate-change-defence-ministries-say-they-achieved-in-2023/,https://factly.in/wp-content/uploads//2024/01/2023-review-new-year-business-concept-planning-2023-businessman-hand-flips-wooden-cube-changes-inscription-review-2022-review-2023-new-year-resolution-1-702x336.jpg,"Review: What Did the Home, Finance, Environment & Climate Change, Defence Ministries Say They Achieved in 2023?",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"January 22, 2024",https://factly.in/review-what-did-the-home-finance-environment-climate-change-defence-ministries-say-they-achieved-in-2023/#respond,"As the year 2023 came to an end, different ministries have published their respective year-end…"
Environment,https://factly.in/category/environment/,https://factly.in/data-33-coastal-districts-record-erosion-of-over-40-of-shoreline-while-20-districts-record-accretion-of-over-40/,https://factly.in/wp-content/uploads//2023/12/Coastal-Erosion-702x336.jpg,Data: 33% Coastal Districts Record Erosion of Over 40% of Shoreline While 20% Districts Record Accretion of Over 40%,Suresh Deepala,https://factly.in/author/sureshdeepala/,"January 19, 2024",https://factly.in/data-33-coastal-districts-record-erosion-of-over-40-of-shoreline-while-20-districts-record-accretion-of-over-40/#respond,"Data from the NCCR shows that between 1990 & 2016, out of the total 69…"
Court,https://factly.in/category/court/,https://factly.in/review-kerala-hc-rules-that-employers-must-be-considerate-when-transferring-working-women/,https://factly.in/wp-content/uploads//2022/07/Review-of-Court-Judgments_Featured-Image-1-702x336.jpg,Review: Kerala HC Rules That Employers Must be Considerate When Transferring Working Women,Pavithra K M,https://factly.in/author/pavithrakm/,"January 17, 2024",https://factly.in/review-kerala-hc-rules-that-employers-must-be-considerate-when-transferring-working-women/#respond,"In this edition of the Court judgements review, we look at the Supreme Court’s order…"
India,https://factly.in/category/india/,https://factly.in/data-indian-tourists-to-maldives-at-an-all-time-high-in-2021-while-other-island-destinations-yet-to-recover-from-the-impact-of-covid-19/,https://factly.in/wp-content/uploads//2024/01/Indian-Tourists_Image-1-702x336.jpg,Data: Indian Tourists to Maldives at an All-Time High in 2021 While Other Island Destinations Yet to Recover from the Impact of COVID-19,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"January 16, 2024",https://factly.in/data-indian-tourists-to-maldives-at-an-all-time-high-in-2021-while-other-island-destinations-yet-to-recover-from-the-impact-of-covid-19/#respond,"In the first week of January 2024, India and Maldives found themselves in an unexpected…"
India,https://factly.in/category/india/,https://factly.in/data-reporting-of-solid-waste-generation-data-improves-but-still-inadequate/,https://factly.in/wp-content/uploads//2021/12/Hazardous-waste_10648474-702x336.jpg,Data: Reporting of Solid Waste Generation Data Improves but Still Inadequate,Suresh Deepala,https://factly.in/author/sureshdeepala/,"January 12, 2024",https://factly.in/data-reporting-of-solid-waste-generation-data-improves-but-still-inadequate/#respond,"Between 2016-17 and 2020-21, an average of 19% of the states did not report data…"
Health,https://factly.in/category/health/,https://factly.in/data-cancer-cases-in-india-estimated-at-14-6-lakhs-in-2022-incidence-could-be-higher-as-pbcrs-cover-only-10-of-the-population/,https://factly.in/wp-content/uploads//2024/01/Cancer-Cases_Image-1-702x336.jpg,Data: Cancer Cases in India Estimated at 14.6 Lakhs in 2022; Incidence Could be Higher as PBCRs Cover Only 10% of the Population,Pavithra K M,https://factly.in/author/pavithrakm/,"January 11, 2024",https://factly.in/data-cancer-cases-in-india-estimated-at-14-6-lakhs-in-2022-incidence-could-be-higher-as-pbcrs-cover-only-10-of-the-population/#respond,"As per the latest estimates about the incidence of Cancer cases in India, the number…"
Court,https://factly.in/category/court/,https://factly.in/review-delhi-hc-rules-that-accused-cannot-be-coerced-to-reveal-passwords-in-view-of-protection-guaranteed-under-the-constitution/,https://factly.in/wp-content/uploads//2022/11/court-judgements-_Featured-Image-702x336.jpg,Review: Delhi HC Rules That Accused Cannot be Coerced to Reveal Passwords in View of Protection Guaranteed Under the Constitution,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"January 10, 2024",https://factly.in/review-delhi-hc-rules-that-accused-cannot-be-coerced-to-reveal-passwords-in-view-of-protection-guaranteed-under-the-constitution/#respond,"In this edition of the Court judgements review, we look at the Supreme Court’s judgement…"
Health,https://factly.in/category/health/,https://factly.in/data-huge-discrepancy-in-number-of-reported-deaths-due-to-snake-bite-between-ncrb-health-ministry/,https://factly.in/wp-content/uploads//2024/01/snake-bite_image-1-702x336.jpg,Data: Huge Discrepancy in Number of Reported Deaths Due to Snake Bite Between NCRB & Health Ministry,Pavithra K M,https://factly.in/author/pavithrakm/,"January 8, 2024",https://factly.in/data-huge-discrepancy-in-number-of-reported-deaths-due-to-snake-bite-between-ncrb-health-ministry/#respond,"Though the cases of human conflict with Dogs & Snakes is more common, the data…"
Banks,https://factly.in/category/banks/,https://factly.in/data-45-educational-loan-applications-are-from-the-five-southern-states/,https://factly.in/wp-content/uploads//2016/09/bank-loans-for-educational-purposes_factly-702x336.jpg,Data: 45% Educational Loan Applications are from the Five Southern States,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"January 5, 2024",https://factly.in/data-45-educational-loan-applications-are-from-the-five-southern-states/#respond,Data shared by the government in response to various questions reveals that the total disbursement…
Court,https://factly.in/category/court/,https://factly.in/review-bombay-hc-rules-that-non-issuance-of-passport-because-of-property-issues-over-residential-address-is-a-violation-of-fundamental-right-to-travel-abroad/,https://factly.in/wp-content/uploads//2023/12/Bombay-high-court-building-featured-image-702x336.jpeg,Review: Bombay HC Rules That Non-Issuance of Passport Because of Property Issues Over Residential Address is a Violation of Fundamental Right to Travel Abroad,Suresh Deepala,https://factly.in/author/sureshdeepala/,"January 3, 2024",https://factly.in/review-bombay-hc-rules-that-non-issuance-of-passport-because-of-property-issues-over-residential-address-is-a-violation-of-fundamental-right-to-travel-abroad/#respond,"In this edition of the Court judgements review, we look at the Supreme Court’s decision…"
Children,https://factly.in/category/children/,https://factly.in/data-crimes-against-children-related-to-kidnapping-abduction-sexual-offences-show-a-steep-increase-in-the-last-6-years/,https://factly.in/wp-content/uploads//2021/01/Crime-Rate-increase_Featured-Image-702x336.jpg,"Data: Crimes Against Children Related to Kidnapping & Abduction, Sexual Offences Show a Steep Increase in the Last 6 Years",Suresh Deepala,https://factly.in/author/sureshdeepala/,"December 29, 2023",https://factly.in/data-crimes-against-children-related-to-kidnapping-abduction-sexual-offences-show-a-steep-increase-in-the-last-6-years/#respond,Data from the NCRB shows that crimes against children are reported under 42 different crime…
Court,https://factly.in/category/court/,https://factly.in/review-delhi-hc-rules-that-reckless-defamatory-humiliating-and-unsubstantiated-allegations-by-one-spouse-tarnishing-the-image-of-the-other-are-acts-of-extreme-cruelty/,https://factly.in/wp-content/uploads//2022/11/court-judgements-_Featured-Image-702x336.jpg,"Review: Delhi HC Rules That Reckless, Defamatory, Humiliating, and Unsubstantiated Allegations by One Spouse Tarnishing the Image of the Other are Acts of Extreme Cruelty.",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 27, 2023",https://factly.in/review-delhi-hc-rules-that-reckless-defamatory-humiliating-and-unsubstantiated-allegations-by-one-spouse-tarnishing-the-image-of-the-other-are-acts-of-extreme-cruelty/#respond,"In this edition of Court judgements review, we look at the Supreme Court’s judgement on…"
India,https://factly.in/category/india/,https://factly.in/data-indicates-greater-coastal-erosion-on-the-east-coast-of-india/,https://factly.in/wp-content/uploads//2023/12/Coastal-Erosion-702x336.jpg,Data Indicates Greater Coastal Erosion on the East Coast of India,Pavithra K M,https://factly.in/author/pavithrakm/,"December 25, 2023",https://factly.in/data-indicates-greater-coastal-erosion-on-the-east-coast-of-india/#respond,The National Centre for Coastal Research (NCCR) in its latest 2022 publication of the Assessment…
Lok Sabha,https://factly.in/category/lok-sabha/,https://factly.in/parliament-review-large-scale-suspensions-passage-of-the-new-criminal-law-bills-dominate-the-third-week-of-winter-session/,https://factly.in/wp-content/uploads//2023/12/parliament-review-featured-image-702x336.png,"Parliament Review: Large Scale Suspensions, Passage of the New Criminal Law Bills Dominate the Third Week of Winter Session",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 22, 2023",https://factly.in/parliament-review-large-scale-suspensions-passage-of-the-new-criminal-law-bills-dominate-the-third-week-of-winter-session/#respond,The third & last week of the winter session of parliament was dominated by large…
Court,https://factly.in/category/court/,https://factly.in/review-bombay-hc-rules-that-freedom-of-expression-and-speech-should-not-be-allowed-to-go-beyond-reasonableness/,https://factly.in/wp-content/uploads//2023/12/Bombay-high-court-building-featured-image-702x336.jpeg,Review: Bombay HC Rules That Freedom of Expression and Speech Should Not be Allowed to Go Beyond Reasonableness,Pavithra K M,https://factly.in/author/pavithrakm/,"December 20, 2023",https://factly.in/review-bombay-hc-rules-that-freedom-of-expression-and-speech-should-not-be-allowed-to-go-beyond-reasonableness/#respond,"In this edition of Court judgements review, we look at Supreme Court’s observation in a…"
Crime,https://factly.in/category/crime/,https://factly.in/data-between-2014-2022-number-of-crimes-against-children-increased-by-over-80-increase-observed-in-most-states/,https://factly.in/wp-content/uploads//2022/06/POCSO-cases_-Image-702x336.jpg,"Data: Between 2014 & 2022, Number of Crimes Against Children Increased by Over 80%, Increase Observed in Most States",Suresh Deepala,https://factly.in/author/sureshdeepala/,"December 19, 2023",https://factly.in/data-between-2014-2022-number-of-crimes-against-children-increased-by-over-80-increase-observed-in-most-states/#respond,Data from the CII reports of NCRB shows that the number of crimes against children…
Govt. Data Roundup,https://factly.in/category/govt-data-roundup/,https://factly.in/18-december-2023-government-data-roundup-dynamic-ground-water-resource-assessment-and-state-finances-budgets-reports-among-those-released-recently/,https://factly.in/wp-content/uploads//2022/12/Groundwater-Extraction_Featured-Image-702x336.jpg,(18 December 2023) Government Data Roundup: Dynamic Ground Water Resource Assessment and State Finances (Budgets) Reports Among Those Released Recently,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 18, 2023",https://factly.in/18-december-2023-government-data-roundup-dynamic-ground-water-resource-assessment-and-state-finances-budgets-reports-among-those-released-recently/#respond,"In this 44th edition of fortnightly government data roundup, we look at Dynamic Ground Water…"
Lok Sabha,https://factly.in/category/lok-sabha/,https://factly.in/parliament-review-security-scare-intruders-in-lok-sabha-dominate-proceedings-in-second-week-of-winter-session/,https://factly.in/wp-content/uploads//2023/12/lok-sabha-security-breach-incident-image-702x336.jpeg,Parliament Review: Security Scare & Intruders in Lok Sabha Dominate Proceedings in Second Week of Winter Session,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 15, 2023",https://factly.in/parliament-review-security-scare-intruders-in-lok-sabha-dominate-proceedings-in-second-week-of-winter-session/#respond,The second week of the winter session of parliament was dominated by the major security…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-as-plastic-waste-generation-increases-need-for-improved-data-reporting/,https://factly.in/wp-content/uploads//2021/04/Municipal-Solid-Waste_Featured-Image-702x336.jpg,"Data: As Plastic Waste Generation Increases, Need for Improved Data Reporting",Suresh Deepala,https://factly.in/author/sureshdeepala/,"December 12, 2023",https://factly.in/data-as-plastic-waste-generation-increases-need-for-improved-data-reporting/#respond,Multiple reports of the Central Pollution Control Board note that the data related to plastic…
Education,https://factly.in/category/education/,https://factly.in/nirf-data-about-80-of-the-total-expenditure-of-educational-institutions-is-operational-in-nature/,https://factly.in/wp-content/uploads//2023/12/NIRF-Rankings-702x336.jpg,NIRF Data: About 80% of the Total Expenditure of Educational Institutions is Operational in Nature,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 11, 2023",https://factly.in/nirf-data-about-80-of-the-total-expenditure-of-educational-institutions-is-operational-in-nature/#respond,Data from the NIRF Rankings indicates one common feature across different types of educational institutions:…
India,https://factly.in/category/india/,https://factly.in/parliament-review-multiple-issues-including-deepfakes-inequality-cyclone-damage-raised-in-the-first-week-of-winter-session/,https://factly.in/wp-content/uploads//2023/12/Parliament-Review-702x336.jpg,"Parliament Review: Multiple Issues Including Deepfakes, Inequality, Cyclone Damage Raised in the First Week of Winter Session",Pavithra K M,https://factly.in/author/pavithrakm/,"December 8, 2023",https://factly.in/parliament-review-multiple-issues-including-deepfakes-inequality-cyclone-damage-raised-in-the-first-week-of-winter-session/#respond,"The Winter Session of Parliament commenced on Monday, 04 December 2023 and is planned to…"
Court,https://factly.in/category/court/,https://factly.in/review-sc-rules-that-precise-cause-of-a-fire-remains-immaterial-provided-claimant-is-not-the-instigator/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,"Review: SC Rules That Precise Cause of a Fire Remains Immaterial, Provided Claimant is Not the Instigator",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 6, 2023",https://factly.in/review-sc-rules-that-precise-cause-of-a-fire-remains-immaterial-provided-claimant-is-not-the-instigator/#respond,"In this edition of Court judgements review, we look at the Supreme Court’s judgement on…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/05-december-2023-government-data-roundup-cii-adsi-reports-from-ncrb-basic-animal-husbandry-statistics-2023-among-those-released-recently/,https://factly.in/wp-content/uploads//2021/09/Crime-in-India_Image-702x336.jpg,"(05 December 2023) Government Data Roundup: CII & ADSI Reports from NCRB, Basic Animal Husbandry Statistics 2023 Among Those Released Recently",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 5, 2023",https://factly.in/05-december-2023-government-data-roundup-cii-adsi-reports-from-ncrb-basic-animal-husbandry-statistics-2023-among-those-released-recently/#respond,"In this 43rd edition of fortnightly government data roundup, we look at NCRB’s Annual Crime…"
Indian Economy,https://factly.in/category/indian-economy/,https://factly.in/data-volume-of-cheque-payments-down-post-covid-19-increasingly-used-for-high-value-transactions/,https://factly.in/wp-content/uploads//2023/12/cheques-featured-image-702x336.jpeg,"Data: Volume of Cheque Payments down post COVID-19, Increasingly used for high-value transactions",Pavithra K M,https://factly.in/author/pavithrakm/,"December 4, 2023",https://factly.in/data-volume-of-cheque-payments-down-post-covid-19-increasingly-used-for-high-value-transactions/#respond,Multiple countries around the world have phased out cheque payments as newer modes of digital…
Environment,https://factly.in/category/environment/,https://factly.in/data-robust-measures-and-execution-needed-to-restore-and-increase-mangrove-forests/,https://factly.in/wp-content/uploads//2023/11/Mangroves-featured-image-702x336.jpg,Data: Robust Measures and Execution Needed to Restore and Increase Mangrove Forests,Suresh Deepala,https://factly.in/author/sureshdeepala/,"December 1, 2023",https://factly.in/data-robust-measures-and-execution-needed-to-restore-and-increase-mangrove-forests/#respond,Data from the EnviStats India 2022 indicates that India’s overall Mangrove cover has increased to…
Court,https://factly.in/category/court/,https://factly.in/review-karnataka-high-court-rules-that-any-marriage-entered-into-when-first-marriage-subsists-is-legally-invalid-for-hindus/,https://factly.in/wp-content/uploads//2023/03/Court-Judgements_-Image-702x336.jpg,Review: Karnataka High Court Rules That Any Marriage Entered into When First Marriage Subsists is Legally Invalid for Hindus,Pavithra K M,https://factly.in/author/pavithrakm/,"November 29, 2023",https://factly.in/review-karnataka-high-court-rules-that-any-marriage-entered-into-when-first-marriage-subsists-is-legally-invalid-for-hindus/#respond,"In this edition of Court judgements review, we look at the Supreme Court’s judgement which…"
Education,https://factly.in/category/education/,https://factly.in/nirf-data-top-100-engineering-institutions-have-81-faculty-with-phds-compared-to-35-in-the-remaining/,https://factly.in/wp-content/uploads//2023/11/featured-image-phds-702x336.jpeg,NIRF Data: Top-100 Engineering Institutions have 81% Faculty with PhDs compared to 35% in the Remaining,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 28, 2023",https://factly.in/nirf-data-top-100-engineering-institutions-have-81-faculty-with-phds-compared-to-35-in-the-remaining/#respond,Data from the NIRF indicates stark differences in various parameters of the top-100 institutions in…
COVID19,https://factly.in/category/covid19/,https://factly.in/review-what-did-the-icmr-study-on-factors-associated-with-unexplained-sudden-deaths-among-adults-in-india-find/,https://factly.in/wp-content/uploads//2023/11/heart-attack-featured-image-702x336.jpeg,Review: What Did the ICMR Study on Factors Associated With Unexplained Sudden Deaths Among Adults in India Find?,Pavithra K M,https://factly.in/author/pavithrakm/,"November 27, 2023",https://factly.in/review-what-did-the-icmr-study-on-factors-associated-with-unexplained-sudden-deaths-among-adults-in-india-find/#respond,"In the post COVID-19 times, speculation has arisen about potential links between COVID-19 and an…"
Cricket,https://factly.in/category/cricket/,https://factly.in/data-multiple-batting-bowling-records-broken-in-the-2023-cricket-world-cup/,https://factly.in/wp-content/uploads//2023/11/CWC-2023-featured-image-702x336.jpeg,Data: Multiple Batting & Bowling Records Broken in the 2023 Cricket World Cup,Suresh Deepala,https://factly.in/author/sureshdeepala/,"November 24, 2023",https://factly.in/data-multiple-batting-bowling-records-broken-in-the-2023-cricket-world-cup/#respond,The 2023 Cricket World Cup witnessed multiple previous records both batting & bowling beaten and…
Court,https://factly.in/category/court/,https://factly.in/review-punjab-and-haryana-hc-says-that-live-in-relationship-without-obtaining-divorce-is-punishable-under-sections-494-495-of-ipc/,https://factly.in/wp-content/uploads//2023/11/punjab-haryana-high-court-featured-image-702x336.jpeg,Review: Punjab And Haryana HC Says that Live-In Relationship Without Obtaining Divorce is Punishable Under Sections 494/495 of IPC.,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 22, 2023",https://factly.in/review-punjab-and-haryana-hc-says-that-live-in-relationship-without-obtaining-divorce-is-punishable-under-sections-494-495-of-ipc/#respond,"In this edition of Court judgements review, we look at the Supreme Court’s judgement on…"
India,https://factly.in/category/india/,https://factly.in/data-rural-areas-accounted-for-more-than-two-thirds-of-fatalities-in-road-accidents-at-the-national-level/,https://factly.in/wp-content/uploads//2022/06/road-accidents-data-702x336.jpg,Data: Rural Areas Accounted for More Than Two-Thirds of Fatalities in Road Accidents at The National Level,Pavithra K M,https://factly.in/author/pavithrakm/,"November 21, 2023",https://factly.in/data-rural-areas-accounted-for-more-than-two-thirds-of-fatalities-in-road-accidents-at-the-national-level/#respond,"Data from the ‘Road Accidents in India-2022’, published by the Ministry of Road Transport and…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/20-november-2023-government-data-roundup-monthly-yearly-reports-by-rbi-digital-advertisement-policy-among-those-released-recently/,https://factly.in/wp-content/uploads//2022/06/Government-Data-Roundup_Image-702x336.jpg,"(20 November 2023) Government Data Roundup: Monthly & Yearly Reports by RBI, Digital Advertisement Policy Among Those Released Recently",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 20, 2023",https://factly.in/20-november-2023-government-data-roundup-monthly-yearly-reports-by-rbi-digital-advertisement-policy-among-those-released-recently/#respond,"In this 42nd edition of fortnightly government data roundup, we look at RBI Bulletin for…"
India,https://factly.in/category/india/,https://factly.in/aqi-data-clear-difference-in-aqi-levels-between-north-south-indian-cities-observed/,https://factly.in/wp-content/uploads//2023/11/Air-Quality-Index_Image-2-702x336.jpg,AQI Data: Clear Difference in AQI Levels Between North & South Indian Cities Observed,Pavithra K M,https://factly.in/author/pavithrakm/,"November 17, 2023",https://factly.in/aqi-data-clear-difference-in-aqi-levels-between-north-south-indian-cities-observed/#respond,AQI data from the CPCB indicates that like the trend observed in the case of…
Court,https://factly.in/category/court/,https://factly.in/review-sc-says-there-is-a-compelling-need-for-expeditious-disposal-of-cases-on-elected-representatives-issues-guidelines-to-high-courts/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,Review: SC Says There is a Compelling Need for Expeditious Disposal of Cases on Elected Representatives; Issues Guidelines to High Courts,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 15, 2023",https://factly.in/review-sc-says-there-is-a-compelling-need-for-expeditious-disposal-of-cases-on-elected-representatives-issues-guidelines-to-high-courts/#respond,"In this week’s review of court judgements, we look at Supreme Court’s judgements on sexual…"
Health,https://factly.in/category/health/,https://factly.in/aqi-data-delhi-kolkata-ahmedabad-report-poorer-air-quality-than-in-other-major-cities/,https://factly.in/wp-content/uploads//2023/11/Air-Quality-Index_Image-1-702x336.jpg,"AQI Data: Delhi, Kolkata & Ahmedabad Report Poorer Air Quality Than in Other Major Cities",Pavithra K M,https://factly.in/author/pavithrakm/,"November 14, 2023",https://factly.in/aqi-data-delhi-kolkata-ahmedabad-report-poorer-air-quality-than-in-other-major-cities/#respond,"Trends in Air Quality Index (AQI) across 8 major cities of India – Ahmedabad, Bengaluru,…"
Education,https://factly.in/category/education/,https://factly.in/data-average-scores-increase-across-most-disciplines-in-nirf/,https://factly.in/wp-content/uploads//2023/11/Ranking-Framework_Image-702x336.jpg,Data: Average Scores Increase Across Most Disciplines in NIRF,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 13, 2023",https://factly.in/data-average-scores-increase-across-most-disciplines-in-nirf/#respond,"The NIRF employs an evaluation system based on five broad and inclusive parameters: Teaching, Learning,…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-total-extent-of-land-degradation-in-india-over-90-million-hectares/,https://factly.in/wp-content/uploads//2023/11/Land-Degradation-2-702x336.jpg,Data: Total Extent of Land Degradation in India over 90 Million Hectares,Pavithra K M,https://factly.in/author/pavithrakm/,"November 10, 2023",https://factly.in/data-total-extent-of-land-degradation-in-india-over-90-million-hectares/#respond,"As per data published by the government, the total land degradation in the country was…"
