Title,Link,Image,Author,Date,Description,Fake News
Viral screenshot of ?tweet? by Supriya Shrinate attacking Sonia Gandhi is fake,https://www.altnews.in/viral-screenshot-of-tweet-by-supriya-shrinate-attacking-sonia-gandhi-is-fake/,https://www.altnews.in/wp-content/uploads/2024/06/Copy-of-Feature-Image-Template-60-300x157.jpg,Shinjinee Majumder,26th June 2024,Viral screenshot of ?tweet? by Supriya Shrinate attacking Sonia Gandhi is fake,TRUE
Cattle slaughter in residential complex: Old video from Dhaka falsely shared as Bakri Eid in West Bengal,https://www.altnews.in/cattle-slaughter-in-residential-complex-old-video-from-dhaka-falsely-shared-as-bakri-eid-in-west-bengal/,https://www.altnews.in/wp-content/uploads/2024/06/Copy-of-Feature-Image-Template-59-300x157.jpg,Shinjinee Majumder,20th June 2024,Cattle slaughter in residential complex: Old video from Dhaka falsely shared as Bakri Eid in West Bengal,TRUE
Viral claims of Modi?s refusal to shake Joe Biden?s hands at G7 summit false,https://www.altnews.in/viral-claims-of-modis-refusal-to-shake-joe-bidens-hands-at-g7-summit-false/,https://www.altnews.in/wp-content/uploads/2024/06/Copy-of-FI-Kit-2024-06-17T195818.721-300x157.jpg,Prantik Ali,17th June 2024,Viral claims of Modi?s refusal to shake Joe Biden?s hands at G7 summit false,TRUE
"No, PM Modi did not post ?All Eyes on PoK? message on Instagram",https://www.altnews.in/no-pm-modi-did-not-post-all-eyes-on-pok-message-on-instagram/,https://www.altnews.in/wp-content/uploads/2024/06/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-38-300x157.jpg,Abira Das,7th June 2024,"No, PM Modi did not post ?All Eyes on PoK? message on Instagram",TRUE
Viral India Today exit poll graphic showing BJP leading in Amritsar is fake,https://www.altnews.in/viral-india-today-exit-poll-graphic-showing-bjp-leading-in-amritsar-is-fake/,https://www.altnews.in/wp-content/uploads/2024/06/Copy-of-FI-Kit-98-300x157.jpg,Prantik Ali,3rd June 2024,Viral India Today exit poll graphic showing BJP leading in Amritsar is fake,FALSE
Atishi did not announce stopping of electricity subsidy in Delhi; edited video shared falsely,https://www.altnews.in/old-clipped-video-of-aap-leader-atishi-viral-with-false-claim-end-of-electricity-subsidy-in-delhi/,https://www.altnews.in/wp-content/uploads/2024/05/atishi-300x157.jpg,Priyanka Jha,28th May 2024,Atishi did not announce stopping of electricity subsidy in Delhi; edited video shared falsely,FALSE
Pune crash: Rapper in viral video is not the minor accused,https://www.altnews.in/pune-crash-rapper-in-viral-video-is-not-the-minor-accused/,https://www.altnews.in/wp-content/uploads/2024/05/FI-Template-75-300x157.jpg,Oishani Bhattacharya,24th May 2024,Pune crash: Rapper in viral video is not the minor accused,TRUE
Fact check: Rahul Gandhi is holding the Indian Constitution in image shared by Himanta Biswa Sarma,https://www.altnews.in/fact-check-rahul-gandhi-is-holding-the-indian-constitution-in-image-shared-by-himanta-biswa-sarma/,https://www.altnews.in/wp-content/uploads/2024/05/FI-Template-69-300x157.jpg,Oishani Bhattacharya,18th May 2024,Fact check: Rahul Gandhi is holding the Indian Constitution in image shared by Himanta Biswa Sarma,TRUE
Army men stopped from voting in Jabalpur in 2019; video falsely viral,https://www.altnews.in/army-men-stopped-from-voting-in-jabalpur-in-2019-video-falsely-viral/,https://www.altnews.in/wp-content/uploads/2024/05/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-31-300x157.jpg,Abira Das,17th May 2024,Army men stopped from voting in Jabalpur in 2019; video falsely viral,TRUE
Old video of man damaging voting machine shared with misleading claims,https://www.altnews.in/old-video-of-assembly-election-being-shared-without-context-ahead-of-recent-loksabha-election/,https://www.altnews.in/wp-content/uploads/2024/05/evm-300x157.jpg,Abhishek Kumar,17th May 2024,Old video of man damaging voting machine shared with misleading claims,TRUE
"Did Rahul Gandhi promise Rs 1 Lakh to youth browsing through Facebook, Instagram? Clipped video viral",https://www.altnews.in/fact-check-rahul-gandhi-announced-to-give-lakh-rupees-annually-to-youth-running-facebook-instagram/,https://www.altnews.in/wp-content/uploads/2024/05/gandhi-300x157.jpg,Abhishek Kumar,16th May 2024,"Did Rahul Gandhi promise Rs 1 Lakh to youth browsing through Facebook, Instagram? Clipped video viral",FALSE
Attack on Bhupendra Jogi of Instagram meme fame falsely linked to Dhruv Rathee,https://www.altnews.in/opindia-and-others-falsely-claimed-influencer-bhupendra-jogi-attacked-after-mocking-dhruv-rathee/,https://www.altnews.in/wp-content/uploads/2024/05/rathee-300x157.jpg,Abhishek Kumar,15th May 2024,Attack on Bhupendra Jogi of Instagram meme fame falsely linked to Dhruv Rathee,FALSE
PM Modi?s photo removed from vaccine certificate as per model code; nothing to do with AstraZeneca side effects,https://www.altnews.in/covishield-astrazeneca-vaccine-certificate-pm-modi-photo-removed/,https://www.altnews.in/wp-content/uploads/2024/05/vaccine-300x157.jpg,Abhishek Kumar,4th May 2024,PM Modi?s photo removed from vaccine certificate as per model code; nothing to do with AstraZeneca side effects,FALSE
"No, New York Times front page did not carry cartoon mocking PM Modi; viral image is edited",https://www.altnews.in/no-new-york-times-front-page-did-not-carry-cartoon-mocking-pm-modi-viral-image-is-edited/,https://www.altnews.in/wp-content/uploads/2024/04/Copy-of-FI-Kit-91-300x157.jpg,Oishani Bhattacharya,30th April 2024,"No, New York Times front page did not carry cartoon mocking PM Modi; viral image is edited",TRUE
Siddaramaiah?s pledge of equitable distribution of wealth irrespective of caste and religion amplified falsely,https://www.altnews.in/siddaramaiahs-pledge-of-equitable-distribution-of-wealth-irrespective-of-caste-and-religion-amplified-falsely/,https://www.altnews.in/wp-content/uploads/2024/04/FI-Template-60-300x157.jpg,Oishani Bhattacharya,25th April 2024,Siddaramaiah?s pledge of equitable distribution of wealth irrespective of caste and religion amplified falsely,FALSE
Man riding bike with three women in burqa: Video from Bangladesh shared out of context,https://www.altnews.in/man-riding-bike-with-three-women-in-burqa-video-from-bangladesh-shared-out-of-context/,https://www.altnews.in/wp-content/uploads/2024/04/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-24-300x157.jpg,Abira Das,19th April 2024,Man riding bike with three women in burqa: Video from Bangladesh shared out of context,TRUE
Aamir Khan?s TV programme clips doctored with voice cloning; the actor did not seek votes for Congress,https://www.altnews.in/aamir-khans-tv-programme-clips-doctored-with-voice-cloning-the-actor-did-not-seek-votes-for-congress/,https://www.altnews.in/wp-content/uploads/2024/04/FI-Template-57-300x157.jpg,Oishani Bhattacharya,17th April 2024,Aamir Khan?s TV programme clips doctored with voice cloning; the actor did not seek votes for Congress,FALSE
Andhra Christian festival crowd footage peddled as turnout at Congress rally,https://www.altnews.in/andhra-christian-festival-crowd-footage-peddled-as-turnout-at-congress-rally/,https://www.altnews.in/wp-content/uploads/2024/04/FI-Template-55-300x157.jpg,Oishani Bhattacharya,16th April 2024,Andhra Christian festival crowd footage peddled as turnout at Congress rally,FALSE
Video of Mangaluru middle-of-the-street Iftar party peddled as Kolkata,https://www.altnews.in/video-of-managaluru-middle-of-the-street-iftar-party-peddled-as-kolkata/,https://www.altnews.in/wp-content/uploads/2024/04/FI-Template-30-300x157.jpg,Oishani Bhattacharya,8th April 2024,Video of Mangaluru middle-of-the-street Iftar party peddled as Kolkata,TRUE
Kangana Ranaut?s claim that she got ticket because of Women?s Reservation Bill is false,https://www.altnews.in/kangana-ranauts-claim-that-she-got-ticket-because-of-womens-reservation-bill-is-false/,https://www.altnews.in/wp-content/uploads/2024/04/FI-Template-52-300x157.jpg,Oishani Bhattacharya,5th April 2024,Kangana Ranaut?s claim that she got ticket because of Women?s Reservation Bill is false,TRUE
2022 notice by Bangladesh religious body morphed to show rates for converting Hindus,https://www.altnews.in/2022-notice-by-bangladesh-religious-body-morphed-to-show-rates-for-converting-hindus/,https://www.altnews.in/wp-content/uploads/2024/04/Copy-of-Feature-Image-Template-45-300x157.jpg,Shinjinee Majumder,3rd April 2024,2022 notice by Bangladesh religious body morphed to show rates for converting Hindus,TRUE
Kharge did clap when Narasimha Rao?s son received the Bharat Ratna on his father?s behalf; contrary claims baseless,https://www.altnews.in/kharge-did-clap-when-narasimha-raos-son-received-the-bharat-ratna-on-his-fathers-behalf-contrary-claims-baseless/,https://www.altnews.in/wp-content/uploads/2024/04/Copy-of-Feature-Image-Template-44-300x157.jpg,Shinjinee Majumder,2nd April 2024,Kharge did clap when Narasimha Rao?s son received the Bharat Ratna on his father?s behalf; contrary claims baseless,TRUE
Kerala hill highway not funded by Union government; claim by Right Wing influencers false,https://www.altnews.in/kerala-hill-highway-not-funded-by-union-government-claim-by-right-wing-influencers-false/,https://www.altnews.in/wp-content/uploads/2024/03/FI-Template-48-300x157.jpg,Oishani Bhattacharya,28th March 2024,Kerala hill highway not funded by Union government; claim by Right Wing influencers false,TRUE
"Viral Holi video inside Delhi metro is not a deep fake, DMRC?s claim false",https://www.altnews.in/viral-holi-video-inside-delhi-metro-is-not-a-deep-fake-dmrcs-claim-false/,https://www.altnews.in/wp-content/uploads/2024/03/FI-Template-47-300x157.jpg,Oishani Bhattacharya,26th March 2024,"Viral Holi video inside Delhi metro is not a deep fake, DMRC?s claim false",TRUE
Mamata Banerjee?s injury: Old photo shared in a collage to mock Bengal CM,https://www.altnews.in/mamata-banerjees-injury-old-photo-shared-in-a-collage-to-mock-bengal-cm/,https://www.altnews.in/wp-content/uploads/2024/03/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-20-300x157.jpg,Abira Das,18th March 2024,Mamata Banerjee?s injury: Old photo shared in a collage to mock Bengal CM,FALSE
Media outlets retract Princess Catherine?s photo with kids over ?manipulation?,https://www.altnews.in/queen-of-england-kate-middleton-shared-manipulated-photo-news-agency-retracted-it/,https://www.altnews.in/wp-content/uploads/2024/03/cath-300x157.jpg,Abhishek Kumar,13th March 2024,Media outlets retract Princess Catherine?s photo with kids over ?manipulation?,TRUE
"No, Mallikarjun Kharge did not say Congress had divided India on caste",https://www.altnews.in/no-mallikarjun-kharge-did-not-say-congress-had-divided-india-on-caste/,https://www.altnews.in/wp-content/uploads/2024/03/Copy-of-FI-Kit-80-300x157.jpg,Prantik Ali,11th March 2024,"No, Mallikarjun Kharge did not say Congress had divided India on caste",TRUE
"Akhilesh, Dimple Yadav?s 2022 photo at Mulayam?s resting place falsely viral",https://www.altnews.in/akhilesh-dimple-yadavs-2022-photo-at-mulayams-resting-place-falsely-viral/,https://www.altnews.in/wp-content/uploads/2024/03/FI-Template-44-300x157.jpg,Oishani Bhattacharya,7th March 2024,"Akhilesh, Dimple Yadav?s 2022 photo at Mulayam?s resting place falsely viral",TRUE
Doctored image of crowd shared as turnout at RJD rally in Patna,https://www.altnews.in/doctored-image-of-crowd-shared-as-turnout-at-rjd-rally-in-patna/,https://www.altnews.in/wp-content/uploads/2024/03/FI-Template-42-300x157.jpg,Oishani Bhattacharya,5th March 2024,Doctored image of crowd shared as turnout at RJD rally in Patna,FALSE
"Photo of man with pellet injuries is from Kashmir, 2016; not linked to farmers? stir",https://www.altnews.in/photo-of-man-with-pellet-injuries-is-from-kashmir-2016-not-linked-to-farmers-stir/,https://www.altnews.in/wp-content/uploads/2024/02/Copy-of-Feature-Image-Template-38-1-300x157.jpg,Shinjinee Majumder,28th February 2024,"Photo of man with pellet injuries is from Kashmir, 2016; not linked to farmers? stir",TRUE
"Modi effigy tied to a tractor: Photo from Oregon, US; not related to farmers? protest",https://www.altnews.in/modi-effigy-tied-to-a-tractor-photo-from-oregon-us-not-related-to-farmers-protest/,https://www.altnews.in/wp-content/uploads/2024/02/Copy-of-Feature-Image-Template-37-300x157.jpg,Shinjinee Majumder,28th February 2024,"Modi effigy tied to a tractor: Photo from Oregon, US; not related to farmers? protest",TRUE
BAPS Mandir inaugurated by Modi is not the first Hindu temple in UAE; false claim by govt amplified by media,https://www.altnews.in/baps-mandir-inaugurated-by-modi-is-not-the-first-hindu-temple-in-uae-false-claim-by-govt-amplified-by-media/,https://www.altnews.in/wp-content/uploads/2024/02/FI-Template-39-300x157.jpg,Oishani Bhattacharya,23rd February 2024,BAPS Mandir inaugurated by Modi is not the first Hindu temple in UAE; false claim by govt amplified by media,TRUE
Bangladeshi Hindu girls converted to Islam out of free will; video viral with false claims,https://www.altnews.in/bangladeshi-hindu-girls-converted-to-islam-out-of-free-will-video-viral-with-false-claims/,https://www.altnews.in/wp-content/uploads/2024/02/FI-Template-38-300x157.jpg,Oishani Bhattacharya,19th February 2024,Bangladeshi Hindu girls converted to Islam out of free will; video viral with false claims,TRUE
Rahul Gandhi?s body double? False claim by Himanta Biswa Sarma after India Today?s misleading tweet,https://www.altnews.in/truth-of-india-today-ne-claim-of-rahul-gandhi-body-double-bharat-jodo-nyay-yatra-himanta-biswa-sarma/,https://www.altnews.in/wp-content/uploads/2024/02/himanta-300x157.jpg,Abhishek Kumar,15th February 2024,Rahul Gandhi?s body double? False claim by Himanta Biswa Sarma after India Today?s misleading tweet,TRUE
Haldwani violence: Video of scuffle in MP falsely shared with communal slurs,https://www.altnews.in/haldwani-violence-video-of-scuffle-in-mp-falsely-shared-with-communal-slurs/,https://www.altnews.in/wp-content/uploads/2024/02/FI-Template-36-300x157.jpg,Oishani Bhattacharya,14th February 2024,Haldwani violence: Video of scuffle in MP falsely shared with communal slurs,TRUE
Flag row in Karanatka?s Mandya: How ANI misled its audience by using state BJP chief?s erroneous statement,https://www.altnews.in/flag-row-in-karanatkas-mandya-how-ani-misled-its-audience-by-using-state-bjp-chiefs-erroneous-statement/,https://www.altnews.in/wp-content/uploads/2024/02/flag-300x157.jpg,Abhishek Kumar,10th February 2024,Flag row in Karanatka?s Mandya: How ANI misled its audience by using state BJP chief?s erroneous statement,TRUE
Video of BJP?s Lavingji Thakor cleaning temple premises shared with false claims,https://www.altnews.in/did-bjp-mla-brings-waste-to-temple-premises-and-then-clean-it-no-misleading-claim-viral/,https://www.altnews.in/wp-content/uploads/2024/01/bjp-300x157.jpg,Abhishek Kumar,10th February 2024,Video of BJP?s Lavingji Thakor cleaning temple premises shared with false claims,TRUE
Karnataka SSLC exam: Paper scheduled in 2nd half on Friday to avoid clash with pre-uni test; BJP sees ?appeasement?,https://www.altnews.in/karnataka-sslc-exam-paper-scheduled-in-2nd-half-on-friday-to-avoid-clash-with-pre-uni-test-bjp-sees-appeasement/,https://www.altnews.in/wp-content/uploads/2024/02/FI-Template-35-300x157.jpg,Oishani Bhattacharya,6th February 2024,Karnataka SSLC exam: Paper scheduled in 2nd half on Friday to avoid clash with pre-uni test; BJP sees ?appeasement?,TRUE
Mira Road clashes: Police thrashing detainees to rail station on fire ? Unrelated visuals falsely viral,https://www.altnews.in/mira-road-clashes-police-thrashing-detainees-to-rail-station-on-fire-unrelated-visuals-falsely-viral/,https://www.altnews.in/wp-content/uploads/2024/02/Copy-of-FI-Kit-76-300x157.jpg,Oishani Bhattacharya,3rd February 2024,Mira Road clashes: Police thrashing detainees to rail station on fire ? Unrelated visuals falsely viral,FALSE
Alwar family feud over property given communal spin on social media,https://www.altnews.in/alwar-family-feud-over-property-given-communal-spin-on-social-media/,https://www.altnews.in/wp-content/uploads/2024/01/Copy-of-Feature-Image-Template-2024-01-31T121940.028-300x157.jpg,Shinjinee Majumder,31st January 2024,Alwar family feud over property given communal spin on social media,TRUE
"Did Italian PM congratulate Hindus on Ram Mandir? No, viral clip shows her thanking followers for birthday wishes",https://www.altnews.in/did-italian-pm-congratulate-hindus-on-ram-mandir-no-viral-clip-shows-her-thanking-followers-for-birthday-wishes/,https://www.altnews.in/wp-content/uploads/2024/01/Copy-of-Feature-Image-Template-29-300x157.jpg,Shinjinee Majumder,24th January 2024,"Did Italian PM congratulate Hindus on Ram Mandir? No, viral clip shows her thanking followers for birthday wishes",TRUE
"Truck that caught fire in Unnao was not headed to Ayodhya Ram Mandir; misreport by Republic, NDTV, Mint et al",https://www.altnews.in/truck-that-caught-fire-in-unnao-was-not-headed-to-ayodhya-ram-mandir-misreport-by-republic-ndtv-mint-et-al/,https://www.altnews.in/wp-content/uploads/2024/01/FI-Template-32-300x157.jpg,Oishani Bhattacharya,21st January 2024,"Truck that caught fire in Unnao was not headed to Ayodhya Ram Mandir; misreport by Republic, NDTV, Mint et al",TRUE
Old video of procession by Dhirendra Shastri?s followers falsely shared as Hindus from Nepal arriving at Ayodhya,https://www.altnews.in/old-video-of-procession-by-dhirendra-shastris-followers-falsely-shared-as-hindus-from-nepal-arriving-at-ayodhya/,https://www.altnews.in/wp-content/uploads/2024/01/FI-Template-29-1-300x157.jpg,Oishani Bhattacharya,15th January 2024,Old video of procession by Dhirendra Shastri?s followers falsely shared as Hindus from Nepal arriving at Ayodhya,FALSE
"Tourist?s body dumped on Maldives beach after gang rape & murder? No, it?s a sex doll found in Thailand in 2022",https://www.altnews.in/tourists-body-dumped-on-maldives-beach-after-gang-rape-murder-no-its-a-sex-doll-found-in-thailand-in-2022/,https://www.altnews.in/wp-content/uploads/2024/01/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-16-300x157.jpg,Abira Das,12th January 2024,"Tourist?s body dumped on Maldives beach after gang rape & murder? No, it?s a sex doll found in Thailand in 2022",FALSE
Hindu girl raped in Pakistan in 2019 by Muslim men; video falsely viral as Hindus raped Dalit girl in Gujarat,https://www.altnews.in/hindu-girl-raped-in-pakistan-in-2019-by-muslim-men-video-falsely-viral-as-hindus-raped-dalit-girl-in-gujarat/,https://www.altnews.in/wp-content/uploads/2024/01/Copy-of-Feature-Image-Template-25-300x157.jpg,Shinjinee Majumder,10th January 2024,Hindu girl raped in Pakistan in 2019 by Muslim men; video falsely viral as Hindus raped Dalit girl in Gujarat,FALSE
Video of student thrashed in Faridabad falsely shared as Dalit boy beaten up at Ayodhya Ram Mandir festival,https://www.altnews.in/video-of-student-thrashed-in-faridabad-falsely-shared-as-dalit-boy-beaten-up-at-ayodhya-ram-mandir-festival/,https://www.altnews.in/wp-content/uploads/2024/01/FI-Template-28-300x157.jpg,Oishani Bhattacharya,6th January 2024,Video of student thrashed in Faridabad falsely shared as Dalit boy beaten up at Ayodhya Ram Mandir festival,TRUE
"Elderly Muslim man married to a child? No, viral photo shows teacher and student from Turkey KG school",https://www.altnews.in/image-of-student-and-headmaster-shared-with-false-husband-wife-claim/,https://www.altnews.in/wp-content/uploads/2024/01/kg-300x157.jpg,Abhishek Kumar,4th January 2024,"Elderly Muslim man married to a child? No, viral photo shows teacher and student from Turkey KG school",TRUE
"Goons extorting Christmas donations in Kerala? No, it?s a scripted video",https://www.altnews.in/goons-extorting-christmas-donations-in-kerala-no-its-a-scripted-video/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-24-1-300x157.jpg,Shinjinee Majumder,30th December 2023,"Goons extorting Christmas donations in Kerala? No, it?s a scripted video",FALSE
"Ancient Hinglaj Mata temple was not demolished in Pakistan, video related to land dispute viral with false claim",https://www.altnews.in/fact-check-the-historic-hinglaj-mata-temple-in-pakistan-in-not-demolished/,https://www.altnews.in/wp-content/uploads/2023/12/pak-temple-300x157.jpg,Abhishek Kumar,28th December 2023,"Ancient Hinglaj Mata temple was not demolished in Pakistan, video related to land dispute viral with false claim",FALSE
Parliament security breach: Mysuru SFI leader Vijay Kumar?s photo falsely shared as accused Manoranjan D,https://www.altnews.in/parliament-security-breach-mysuru-sfi-leader-vijay-kumars-photo-falsely-shared-as-accused-manoranjan-d/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-21-300x157.jpg,Shinjinee Majumder,14th December 2023,Parliament security breach: Mysuru SFI leader Vijay Kumar?s photo falsely shared as accused Manoranjan D,FALSE
?Kalma? written on Indian flag after Congress win in Telangana? Part of old Zee News bulletin falsely viral,https://www.altnews.in/old-video-report-by-zee-news-shared-in-connection-to-2023-telangana/,https://www.altnews.in/wp-content/uploads/2023/12/flag-300x169.jpg,Kinjal,13th December 2023,?Kalma? written on Indian flag after Congress win in Telangana? Part of old Zee News bulletin falsely viral,FALSE
"Did Virat Kohli have beef in Florida? No, couple?s food bill from US eatery falsely viral with communal jibes at cricketer",https://www.altnews.in/did-virat-kohli-have-beef-in-florida-no-couples-food-bill-from-us-eatery-falsely-viral-with-communal-jibes-at-cricketer/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-19-300x157.jpg,Shinjinee Majumder,9th December 2023,"Did Virat Kohli have beef in Florida? No, couple?s food bill from US eatery falsely viral with communal jibes at cricketer",TRUE
"Hamas killing men by throwing them off a building? No, viral video is from Iraq, 2015",https://www.altnews.in/hamas-killing-men-by-throwing-them-off-a-building-no-viral-video-is-from-iraq-2015/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-18-300x157.jpg,Shinjinee Majumder,7th December 2023,"Hamas killing men by throwing them off a building? No, viral video is from Iraq, 2015",FALSE
This story has been retracted.,https://www.altnews.in/israels-x-handle-at-it-again-fabricates-captions-to-twist-palestinian-girls-testimony-on-israeli-atrocities-in-gaza/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-FI-Kit-69-300x157.jpg,Alt News Staff,2nd December 2023,This story has been retracted.,FALSE
"Old, unrelated images shared out of context to show Israeli forces and Hamas treating kids in contrasting ways",https://www.altnews.in/old-unrelated-images-shared-out-of-context-to-show-israeli-forces-and-hamas-treating-kids-in-contrasting-ways/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-23-300x157.jpg,Oishani Bhattacharya,30th November 2023,"Old, unrelated images shared out of context to show Israeli forces and Hamas treating kids in contrasting ways",TRUE
"Old, unrelated images shared out of context to show Israeli forces and Hamas treating kids in contrasting ways",https://www.altnews.in/old-unrelated-images-shared-out-of-context-to-show-israeli-forces-and-hamas-treating-kids-in-contrasting-ways/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-23-300x157.jpg,Oishani Bhattacharya,30th November 2023,"Old, unrelated images shared out of context to show Israeli forces and Hamas treating kids in contrasting ways",TRUE
"Viral video: Sitapur teacher assaulted boy for repeatedly leaving ?Gurukul? for home, no caste angle, confirm cops",https://www.altnews.in/viral-video-sitapur-teacher-assaulted-boy-for-repeatedly-leaving-gurukul-for-home-no-caste-angle-confirm-cops/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-22-300x157.jpg,Oishani Bhattacharya,24th November 2023,"Viral video: Sitapur teacher assaulted boy for repeatedly leaving ?Gurukul? for home, no caste angle, confirm cops",FALSE
June 2022 video of woman protesting in front of Biden?s convoy falsely linked to Israel-Hamas war,https://www.altnews.in/june-2022-video-of-woman-protesting-in-front-of-bidens-convoy-falsely-linked-to-israel-hamas-war/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-21-300x157.jpg,Oishani Bhattacharya,23rd November 2023,June 2022 video of woman protesting in front of Biden?s convoy falsely linked to Israel-Hamas war,TRUE
BJP shares clipped video of Rahul Gandhi?s speech to falsely claim Cong leader insulted Bharat Mata,https://www.altnews.in/clipped-video-of-rahul-gandhi-shared-with-misleading-claim-that-he-asked-who-is-bharat-mata/,https://www.altnews.in/wp-content/uploads/2023/11/rahul-300x157.jpg,Abhishek Kumar,21st November 2023,BJP shares clipped video of Rahul Gandhi?s speech to falsely claim Cong leader insulted Bharat Mata,FALSE
"BJP, Amit Malviya tweet clipped video of Cong poll rally to mock Mallikarjun Kharge?s Rahul-in-place-of-Rajiv slip",https://www.altnews.in/bjp-amit-malviya-tweet-clipped-video-of-cong-poll-rally-to-mock-mallikarjun-kharges-rahul-in-place-of-rajiv-slip/,https://www.altnews.in/wp-content/uploads/2023/11/Copy-of-Feature-Image-Template-14-300x157.jpg,Shinjinee Majumder,21st November 2023,"BJP, Amit Malviya tweet clipped video of Cong poll rally to mock Mallikarjun Kharge?s Rahul-in-place-of-Rajiv slip",FALSE
Image of boy dragging a child?s body not linked to ongoing Israel-Hamas war,https://www.altnews.in/old-photo-of-child-killed-in-yemen-shared-as-recent-incident-from-gaza/,https://www.altnews.in/wp-content/uploads/2023/11/child-yemen-300x169.jpg,Kinjal,21st November 2023,Image of boy dragging a child?s body not linked to ongoing Israel-Hamas war,FALSE
Staged video of street fight viral with communal spin; some falsely relate it to Israel-Hamas war,https://www.altnews.in/staged-video-of-street-fight-viral-with-communal-spin-some-falsely-relate-it-to-israel-hamas-war/,https://www.altnews.in/wp-content/uploads/2023/11/Copy-of-Feature-Image-Template-13-300x157.jpg,Shinjinee Majumder,16th November 2023,Staged video of street fight viral with communal spin; some falsely relate it to Israel-Hamas war,FALSE
"Donkey painted in Israel colours set ablaze? Photos from 2011, 2014 falsely viral",https://www.altnews.in/donkey-painted-in-israel-colours-set-ablaze-photos-from-falsely-viral/,https://www.altnews.in/wp-content/uploads/2023/11/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-12-300x157.jpg,Abira Das,15th November 2023,"Donkey painted in Israel colours set ablaze? Photos from 2011, 2014 falsely viral",FALSE
"Saudi imam held for supporting Gaza? No, 5-year-old video shared falsely",https://www.altnews.in/2018-video-of-saudi-arabia-falsely-shared-in-connection-of-israel-palestine-war/,https://www.altnews.in/wp-content/uploads/2023/11/saudi-300x157.jpg,Abhishek Kumar,11th November 2023,"Saudi imam held for supporting Gaza? No, 5-year-old video shared falsely",TRUE
"Now, pro-Israel users share behind-the-scenes shot of Lebanese film to claim Palestinians are faking injury",https://www.altnews.in/now-pro-israel-users-share-behind-the-scenes-shot-of-lebanese-film-to-claim-palestinians-are-faking-injury/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-20-300x157.jpg,Oishani Bhattacharya,10th November 2023,"Now, pro-Israel users share behind-the-scenes shot of Lebanese film to claim Palestinians are faking injury",TRUE
"Hezbollah missile footage is from 2019, not linked to ongoing Israel-Hamas war",https://www.altnews.in/hezbollah-missile-footage-is-from-2019-not-linked-to-ongoing-israel-hamas-war/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-19-300x157.jpg,Oishani Bhattacharya,9th November 2023,"Hezbollah missile footage is from 2019, not linked to ongoing Israel-Hamas war",TRUE
"No, Salzburg Airport does not have a help desk for travellers who mistake Austria for Australia",https://www.altnews.in/no-salzburg-airport-does-not-have-a-help-desk-for-travellers-who-mistook-austria-for-australia/,https://www.altnews.in/wp-content/uploads/2023/11/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-9-1-300x157.jpg,Abira Das,7th November 2023,"No, Salzburg Airport does not have a help desk for travellers who mistake Austria for Australia",FALSE
Viral video of Israeli forces taking away boy from West Bank camp is 8-year-old,https://www.altnews.in/2015-video-of-israeli-soldiers-detaining-palestinian-boy-has-been-shared-as-recent/,https://www.altnews.in/wp-content/uploads/2023/11/kidnap-300x157.jpg,Abhishek Kumar,6th November 2023,Viral video of Israeli forces taking away boy from West Bank camp is 8-year-old,FALSE
"Expelled BJP leader Naveen Kr Jindal tweets edited video of blast, claims man falling off hoverboard was a ?Jihadi?",https://www.altnews.in/expelled-bjp-leader-naveen-kr-jindal-tweets-edited-video-of-blast-claims-man-falling-off-hoverboard-was-a-jihadi/,https://www.altnews.in/wp-content/uploads/2023/11/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-6-300x157.jpg,Abira Das,3rd November 2023,"Expelled BJP leader Naveen Kr Jindal tweets edited video of blast, claims man falling off hoverboard was a ?Jihadi?",FALSE
